id,chinese,pinyin,english,priority,quality,word1,word1_english,word2,word2_english,word3,word3_english,word4,word4_english,sentence,sentence_pinyin,sentence_english
3468,字节跳动,zì jié tiào dòng,ByteDance,5,4,字节,byte,跳动,to throb;jump about,,,,,字节跳动开发了很多热门应用。,zì jié tiào dòng kāi fā le hěn duō rè mén yìng yòng。,ByteDance has developed many popular apps.
3469,自卫,zì wèi,self-defense,5,3,自,self,卫生,hygiene,,,,,遇到危险要懂得自卫,Yùdào wēixiǎn yào dǒngdé zìwèi,You should know how to defend yourself in danger
3470,自助,zì zhù,self-service,5,3,自己,self,帮助,help,,,,,今晚我们吃自助。,jīn wǎn wǒ men chī zì zhù,We’re having buffet tonight.
3471,资助,zī zhù,to subsidize,5,2,投资,investment,帮助,help,,,,,学校资助了贫困学生。,xué xiào zī zhù le pín kùn xué shēng,The school supported poor students financially.
3472,租金,zū jīn,rent (amount),5,3,租,rent,资金,funds,,,,,这套房子的租金很高,zhè tào fáng zi de zū jīn hěn gāo,the rent for this house is high
3473,租赁合同,zū lìn hé tóng,lease;rental contract,5,3,租赁,to rent,合同,contract,,,,,我们已经签了租赁合同,Wǒmen yǐjīng qiān le zūlìn hétóng,We have signed the lease
3474,最后一名,zuì hòu yī míng,last place,5,,,,,,,,,,他掉到了最后一名,tā diào dào le zuì hòu yī míng,he fell to last place
3475,坐牢,zuò láo,go to jail,5,3,坐,sit,牢房,jail cell,,,,,他因为诈骗坐牢了。,tā yīn wèi zhà piàn zuò láo le,He went to prison for fraud.
3476,作用,zuò yòng,function;effect,5,3,工作,to work,使用,to use,,,,,这种药的作用很快,zhè zhǒng yào de zuò yòng hěn kuài,this medicine works quickly
3477,作者,zuò zhě,author,5,,,,,,,,,,这本书的作者很低调,zhè běn shū de zuò zhě hěn dī diào,the author of this book is very low key
3478,阿司匹林,ā sī pǐ lín,aspirin,6,,-,,,,,,,,医生让他吃阿司匹林。,yī shēng ràng tā chī ā sī pǐ lín.,the doctor told him to take aspirin.
3479,爱护,ài hù,to cherish;to take care of;to treasure,6,2,爱,love,保护,protect,,,,,我们要爱护环境,wǒ men yào ài hù huán jìng,we must protect the environment
3480,暧昧对象,ài mèi duì xiàng,ambiguous relationship;situationship,6,,,,,,,,,,她和暧昧对象聊天,tā hé ài mèi duì xiàng liáo tiān,she is chatting with her ambiguous partner
3481,艾滋病,ài zī bìng,AIDS,6,,,,,,,,,,我们应该了解艾滋病并减少偏见,wǒ men yīng gāi liǎo jiě ài zī bìng bìng jiǎn shǎo piān jiàn,We should understand AIDS and reduce prejudice
3482,暗淡,àn dàn,dim,6,,,,,,,,,,灯光很暗淡,dēng guāng hěn àn dàn,the light is dim
3483,暗地里,àn dì lǐ,secretly,6,3,暗,dark,地,land,里,interior,,,他暗地里帮助了朋友,tā àndìlǐ bāngzhù le péngyǒu,he secretly helped his friend
3484,暗恋,àn liàn,secret crush,6,4,暗,secret;dark,恋爱,in love,,,,,他一直暗恋她。,tā yī zhí àn liàn tā,He has a crush on her.
3485,按摩椅,àn mó yǐ,massage chair,6,4,按摩,massage,椅子,chair,,,,,商场里有免费的按摩椅。,shāng chǎng lǐ yǒu miǎn fèi de àn mó yǐ,There are free massage chairs in the mall.
3486,安心,ān xīn,peace of mind;at ease; relieved,6,2,安,safe,心,heart,,,,,听到好消息我终于安心了,tīng dào hǎo xiāo xī wǒ zhōng yú ān xīn le,after hearing the good news I finally felt relieved
3487,奥巴马,ào bā mǎ,Barack Obama,6,,-,,,,,,,,奥巴马曾任美国总统。,ào bā mǎ céng rèn měi guó zǒng tǒng.,obama once served as us president.
3488,奥德赛时期,ào dé sài shí qī,Odyssey period,6,4,奥德赛,Odyssey,时期,period,,,,,这是奥德赛时期的故事。,zhè shì ào dé sài shí qī de gù shì,This is a story from the Odyssey period.
3489,拗口,ào kǒu,hard to pronounce;awkward sounding,6,4,执拗,stubborn,口语,spoken language,,,,,这个词有点拗口。,zhè ge cí yǒu diǎn ào kǒu.,This word is hard to pronounce.
3490,奥利奥,ào lì ào,oreo,6,,-,,,,,,,,我最爱吃奥利奥饼干。,wǒ zuì ài chī ào lì ào bǐng gān.,oreo cookies are my favorite.
3491,傲慢,ào màn,arrogant,6,3,骄傲,pride,慢,slow,,,,,他态度很傲慢,Tā tàidù hěn àomàn,He has an arrogant attitude
3492,奥特曼,ào tè màn,Ultraman,6,6,奥地利,Austria,特,special,曼谷,Bangkok,,,奥特曼是我童年的英雄,ào tè màn shì wǒ tóng nián de yīng xióng,Ultraman was my childhood hero
3493,澳元,ào yuán,Australian dollar,6,4,澳洲,Australia,元,dollar,,,,,澳大利亚的货币是澳元。,ào dà lì yà de huò bì shì ào yuán.,Australia's currency is the Australian dollar.
3494,B超,b chāo,ultrasound scan,6,,-,,,,,,,,医生建议她做个B超。,yī shēng jiàn yì tā zuò gè b chāo,The doctor suggested she get an ultrasound scan.
3495,八大菜系,bā dà cài xì,eight major cuisines,6,4,八,eight,大,big,菜,dish,系列,series,中国有八大菜系。,zhōng guó yǒu bā dà cài xì。,China has eight major cuisines.
3496,八达岭,bā dá lǐng,Popular section of the Great Wall near Beijing,6,4,八,eight,到达,arrive,山岭,mountain ridge,,,八达岭是最热门的长城段。,bā dá lǐng shì zuì rè mén de cháng chéng duàn,Badaling is the most popular Great Wall section.
3497,巴基斯坦,bā jī sī tǎn,Pakistan,6,,,,,,,,,,她的朋友来自巴基斯坦,tā de péng yǒu lái zì bā jī sī tǎn,her friend is from pakistan
3498,芭蕾舞,bā lěi wǔ,ballet,6,,-,,,,,,,,她从小学习芭蕾舞。,tā cóng xiǎo xué xí bā lěi wǔ.,she has studied ballet since childhood.
3499,拜登,bài dēng,Biden,6,,,,,,,,,,拜登是美国总统,bài dēng shì měi guó zǒng tǒng,Biden is the president of the United States
3500,白俄罗斯,bái é luó sī,Belarus,6,2,白,white,俄罗斯,Russia,,,,,他计划去白俄罗斯留学。,tā jì huà qù bái é luó sī liú xué.,He plans to study in Belarus.
3501,百货商店,bǎi huò shāng diàn,department store,6,2,百,hundred,货,goods,商店,store,,,我在百货商店买了很多东西,wǒ zài bǎi huò shāng diàn mǎi le hěn duō dōng xi,I bought many things in the department store
3502,百科全书,bǎi kē quán shū,encyclopedia,6,2,百,hundred,科目,subject,全,complete,书,book,百科全书信息全面。,bǎi kē quán shū xìn xī quán miàn.,encyclopedias contain comprehensive information.
3503,摆拍,bǎi pāi,staged photo,6,4,摆脱,to break away from,拍照,take photo,,,,,很多网红视频都是摆拍的。,hěn duō wǎng hóng shì pín dōu shì bǎi pāi de,Many influencer videos are staged.
3504,柏树,bǎi shù,cypress,6,,-,,,,,,,,柏树象征长寿。,bǎi shù xiàng zhēng cháng shòu.,cypress trees symbolize longevity.
3505,白左,bái zuǒ,white leftists,6,4,白,white,左,left,,,,,有人用“白左”来批评他们。,yǒu rén yòng “bái zuǒ” lái pī píng tā men,Some people use “baizuo” to criticize them.
3506,绊倒,bàn dào,to trip;stumble,6,,,,,,,,,,他被石头绊倒了,tā bèi shí tou bàn dǎo le,he tripped over a stone
3507,办理,bàn lǐ,to handle (paperwork),6,4,办,to do,管理,supervise,,,,,去窗口办理业务。,qù chuāng kǒu bàn lǐ yè wù,Go to the counter to handle it.
3508,板栗,bǎn lì,chestnut,6,,-,,,,,,,,糖炒板栗很香。,táng chǎo bǎn lì hěn xiāng.,roasted chestnuts smell great.
3509,般配,bān pèi,well-matched,6,4,一般,so-so,配合,matching,,,,,他们看起来很般配,tā men kàn qǐ lái hěn bān pèi,They look like a good match
3510,板球,bǎn qiú,cricket,6,1,木板,board;plank,球,ball,,,,,印度很多人喜欢板球。,yìn dù hěn duō rén xǐ huān bǎn qiú.,Many people in India like cricket.
3511,版权,bǎn quán,copyright,6,2,版本,version,权利,rights,,,,,这本书受版权保护。,zhè běn shū shòu bǎn quán bǎo hù。,This book is protected by copyright.
3512,半透明,bàn tòu míng,translucent;semi transparent,6,2,半,half,透明,transparent,,,,,窗帘是半透明的,chuāng lián shì bàn tòu míng de,The curtain is semi transparent
3513,班味儿,bān wèi er,office odor;spending too much time at work,6,4,班,work shift,味儿,flavor,,,,,一进宿舍全是班味儿,bān wèi er yī jìn sù shè quán shì bān wèi er,as soon as I entered the dorm it smelled like class vibe
3514,绑架,bǎng jià,kidnapping,6,3,绑定,binding,架,rack,,,,,警方成功解救了绑架案的受害者。,jǐng fāng chéng gōng jiě jiù le bǎng jià àn de shòu hài zhě.,the police successfully rescued the kidnapping victim.
3515,报仇,bào chóu,revenge,6,,,,,,,,,,他发誓要为朋友报仇,tā fā shì yào wèi péng yǒu bào chóu,he swore to avenge his friend
3516,报到,bào dào,to register;check in,6,2,报,report,到,to arrive,,,,,新生要先去学校报到,xīn shēng yào xiān qù xué xiào bào dào,new students must register at the school first
3517,报复,bào fù,revenge,6,2,报告,report,回复,reply,,,,,他选择放下而不是报复。,tā xuǎnzé fàngxià ér bùshì bàofù,He chose to let go instead of taking revenge.
3518,宝贵,bǎo guì,valuable;precious;to value,6,3,宝,treasure,贵,expensive,,,,,时间是最宝贵的财富,shíjiān shì zuì bǎoguì de cáifù,time is the most precious wealth
3519,保洁员,bǎo jié yuán,cleaning staff,6,4,保护,protect,清洁,clean,员工,staff,,,保洁员每天都会打扫走廊。,bǎo jié yuán měi tiān dōu huì dǎ sǎo zǒu láng。,The cleaner cleans the hallway every day.
3520,宝可梦,bǎo kě mèng,Pokémon,6,2,宝宝,baby,可,can,梦想,dream,,,他小时候很喜欢玩宝可梦。,tā xiǎo shí hou hěn xǐ huān wán bǎo kě mèng.,He loved playing Pokémon when he was young.
3521,保留,bǎo liú,to keep; to retain; to hold back,6,3,保护,protect,留,to stay,,,,,他仍然保留着旧习惯,tā réng rán bǎo liú zhe jiù xí guàn,he still keeps his old habits
3522,宝马,bǎo mǎ,BMW,6,4,宝贝,treasure,马,horse,,,,,他终于买到了自己想要的宝马,tā zhōng yú mǎi dào le zì jǐ xiǎng yào de bǎo mǎ,He finally bought the BMW he wanted
3523,抱养,bào yǎng,to adopt (a child),6,3,怀抱,to hug,养,raise,,,,,她是被抱养长大的,tā shì bèi bào yǎng zhǎng dà de,She was adopted and raised
3524,暴躁,bào zào,irritable,6,,,,,,,,,,他脾气很暴躁,tā pí qì hěn bào zào,he has a bad temper
3525,包装纸,bāo zhuāng zhǐ,wrapping paper,6,3,包装,packaging,纸,paper,,,,,礼物用红色包装纸包好,lǐwù yòng hóngsè bāozhuāng zhǐ bāo hǎo,The gift is wrapped in red paper
3526,北半球,běi bàn qiú,Northern Hemisphere,6,2,北,north,半,half,地球,Earth,,,中国位于北半球。,zhōng guó wèi yú běi bàn qiú.,China is in the Northern Hemisphere.
3527,北冰洋,běi bīng yáng,arctic ocean,6,2,北,north,冰,ice,洋,ocean,,,北冰洋气温很低。,běi bīng yáng qì wēn hěn dī.,the arctic ocean is very cold.
3528,背部,bèi bù,back (body part),6,4,背,back,部分,part,,,,,最近我的背部有点疼。,Zuìjìn wǒ de bèibù yǒudiǎn téng.,My back has been hurting recently.
3529,被动,bèi dòng,passive,6,2,被,by,动,move,,,,,他做事总是很被动,tā zuò shì zǒng shì hěn bèi dòng,He is always very passive in doing things
3530,被告,bèi gào,defendant,6,2,被,"passive ""by""",告诉,tell,,,,,被告否认了所有指控。,bèi gào fǒu rèn le suǒ yǒu zhǐ kòng。,The defendant denied all the accusations.
3531,北极,běi jí,Arctic,6,1,北,north,极端,extreme end,,,,,北极气候十分寒冷。,běi jí qì hòu shí fēn hán lěng。,The Arctic climate is extremely cold.
3532,北欧,běi ōu,Northern Europe,6,,,,,,,,,,他打算去北欧旅游,tā dǎ suàn qù běi ōu lǚ yóu,He plans to travel to Northern Europe
3533,背叛者,bèi pàn zhě,traitor,6,5,背叛,to betray,者,one who,,,,,背叛者最终被抓住了,bèi pàn zhě zuì zhōng bèi zhuā zhù le,The traitor was eventually caught
3534,被套,bèi tào,duvet cover,6,3,被子,quilt,套,cover,,,,,我买了新的被套。,wǒ mǎi le xīn de bèi tào,I bought a new duvet cover.
3535,毕竟,bì jìng,after all,6,3,毕业,graduate,竟然,unexpectedly,,,,,他毕竟是你的朋友要体谅他。,tā bì jìng shì nǐ de péngyǒu yào tǐliàng tā.,After all he is your friend so be understanding.
3536,笔顺,bǐ shùn,stroke order,6,4,笔,pen,顺序,order;sequence,,,,,写汉字要注意笔顺。,Xiě Hànzì yào zhùyì bǐshùn.,Pay attention to stroke order when writing Chinese characters.
3537,比熊,bǐ xióng,bichon,6,2,比较,compare,熊,bear,,,,,比熊的毛很蓬松。,bǐ xióng de máo hěn péng sōng.,bichons have fluffy fur.
3538,必选项,bì xuǎn xiàng,mandatory,6,3,必须,must,选项,options,,,,,这个科目是必选项,zhè ge kē mù shì bì xuǎn xiàng,this subject is a compulsory option
3539,鼻音,bí yīn,nasal sound,6,4,鼻子,nose,声音,sound,,,,,他的中文鼻音很重。,tā de zhōng wén bí yīn hěn zhòng,His Chinese has a strong nasal sound.
3540,辨别,biàn bié,discern;distinguish,6,,,,,,,,,,很难辨别真伪,hěn nán biàn bié zhēn wěi,it is hard to distinguish real from fake
3541,蝙蝠侠,biān fú xiá,Batman,6,4,蝙蝠,bat,侠,knight;hero,,,,,蝙蝠侠是黑暗风格的超级英雄。,biān fú xiá shì hēi àn fēng gé de chāo jí yīng xióng.,batman is a dark-style superhero.
3542,边境牧羊犬,biān jìng mù yáng quǎn,border collie,6,3,边境,frontier,牧羊,shepherd,犬,dog,,,边境牧羊犬智商很高。,biān jìng mù yáng quǎn zhì shāng hěn gāo.,border collies are very intelligent.
3543,辩论,biàn lùn,debate;argument,6,2,辩护,to defend,讨论,to discuss,,,,,他们就这个话题展开了辩论,tā men jiù zhè gè huà tí zhǎn kāi le biàn lùn,they held a debate on this topic
3544,辩论会,biàn lùn huì,a debate,6,3,辩论,argument,会议,meeting,,,,,学校下周将举行一场辩论会,xué xiào xià zhōu jiāng jǔ xíng yī chǎng biàn lùn huì,the school will hold a debate next week
3545,便秘,biàn mì,constipated,6,2,大便,to poop,秘密,secret,,,,,最近吃得太少我有点便秘。,zuìjìn chī de tài shǎo wǒ yǒu diǎn biàn mì.,I’ve been eating too little recently and got a bit constipated.
3546,变通,biàn tōng,to be flexible;accommodating,6,3,变化,change,普通,common,,,,,遇到问题要学会变通。,yù dào wèn tí yào xué huì biàn tōng.,You should learn to adapt when facing problems.
3547,变现,biàn xiàn,monetize,6,2,变成,to change into,现金,cash,,,,,他想把流量变现。,tā xiǎng bǎ liú liàng biàn xiàn,He wants to monetize his traffic.
3548,贬义,biǎn yì,derogatory;negative connotation,6,2,贬低,belittle,意义,meaning,,,,,“老美”有时带点贬义。,“lǎo měi” yǒu shí dài diǎn biǎn yì。,“Lao Mei” sometimes has a derogatory meaning.
3549,表白,biǎo bái,confession,6,2,表现,to show,白,white,,,,,他鼓起勇气向她表白,tā gǔ qǐ yǒng qì xiàng tā biǎo bái,he gathered courage to confess to her
3550,标记,biāo jì,to mark (on map),6,2,目标,target,记,to record,,,,,请在地图上标记出来,qǐng zài dì tú shàng biāo jì chū lái,please mark it on the map
3551,表面,biǎo miàn,superficial;surface,6,3,表现,to show,面,face,,,,,表面看起来很平静,biǎo miàn kàn qǐ lái hěn píng jìng,on the surface it looks calm
3552,标识牌,biāo shí pái,signage;signboard,6,,,,,,,,,,门口有一个标识牌,mén kǒu yǒu yī gè biāo shí pái,there is a signboard at the entrance
3553,蹩脚,bié jiǎo,broken (language),6,4,蹩,to limp,脚,foot,,,,,他的英语很蹩脚。,tā de yīng yǔ hěn bié jiǎo,His English is poor.
3554,别扭,biè niu,uncomfortable,6,3,别,don't,扭曲,to twist,,,,,他们之间的气氛有点别扭,Tāmen zhījiān de qìfēn yǒudiǎn bièniu,The atmosphere between them is a bit awkward
3555,别墅,bié shù,villa,6,,-,,,,,,,,那栋别墅很豪华。,nà dòng bié shù hěn háo huá,That villa is luxurious.
3556,濒危物种,bīn wēi wù zhǒng,endangered species,6,3,濒临,on the verge of,危险,danger,物种,species,,,大熊猫是濒危物种。,dà xióng māo shì bīn wēi wù zhǒng.,giant pandas are an endangered species.
3557,冰雹,bīng báo,hail,6,,-,,,,,,,,昨天下了一场冰雹。,zuó tiān xià le yī chǎng bīng báo.,It hailed yesterday.
3558,并发症,bìng fā zhèng,complication,6,3,并且,and,发生,happen,症状,symptom,,,手术后出现了并发症。,shǒu shù hòu chū xiàn le bìng fā zhèng,Complications appeared after the surgery.
3559,病情,bìng qíng,condition;state (of an illness),6,2,病,illness,情况,circumstances,,,,,医生说病情已经稳定,yī shēng shuō bìng qíng yǐ jīng wěn dìng,the doctor said the condition is stable
3560,波动,bō dòng,fluctuation,6,1,波,wave,动,move,,,,,最近的物价波动很大。,zuìjìn de wùjià bōdòng hěn dà.,Prices have fluctuated greatly recently.
3561,博美,bó měi,pomeranian,6,2,博士,PhD,美丽,beautiful,,,,,博美体型小巧。,bó měi tǐ xíng xiǎo qiǎo.,pomeranians are small in size.
